host,role,clients,accesses,seconds,throughput (accesses/sec),local,remote
hyperion,client,1,30201,29.567304358,1021.4323,1,0
hyperion,client,1,30222,29.573448387,1021.9302,1,0
hyperion,client,1,30142,29.569384648,1019.3651,1,0
hyperion,client,1,30106,29.568832077,1018.1667,1,0
hyperion,client,1,30168,29.571718136,1020.1639,1,0
hyperion,client,2,33668,29.585464156,1137.9913,1,1
hyperion,client,2,33814,29.568819154,1143.5695,1,1
hyperion,client,2,33693,29.575681919,1139.213,1,1
hyperion,client,2,33839,29.574190671,1144.2071,1,1
hyperion,client,2,33673,29.58242625,1138.2772,1,1
hyperion,client,3,32472,29.534115756,1099.4743,2,1
hyperion,client,3,32449,29.532963305,1098.7384,2,1
hyperion,client,3,32480,29.529306289,1099.9242,2,1
hyperion,client,3,32499,29.53257479,1100.4459,2,1
hyperion,client,3,32558,29.531084672,1102.4993,2,1
hyperion,client,3,32559,29.532255154,1102.4895,2,1
hyperion,client,3,32341,29.53638736,1094.9545,2,1
hyperion,client,3,32362,29.535404182,1095.702,2,1
hyperion,client,3,32201,29.539794031,1090.0888,2,1
hyperion,client,3,32207,29.539961291,1090.2858,2,1
hyperion,client,3,34516,29.570786358,1167.2331,1,2
hyperion,client,3,34806,29.569065925,1177.1085,1,2
hyperion,client,3,34728,29.566174594,1174.5855,1,2
hyperion,client,3,34706,29.560938919,1174.0493,1,2
hyperion,client,3,35045,29.560671745,1185.5279,1,2
hyperion,client,4,33417,29.520623518,1131.9883,2,2
hyperion,client,4,33421,29.522624321,1132.0471,2,2
hyperion,client,4,33032,29.526583581,1118.7207,2,2
hyperion,client,4,33037,29.524980544,1118.9508,2,2
hyperion,client,4,33321,29.522914746,1128.6487,2,2
hyperion,client,4,33329,29.520658154,1129.006,2,2
hyperion,client,4,33435,29.51607826,1132.7724,2,2
hyperion,client,4,33439,29.520394416,1132.7423,2,2
hyperion,client,4,33331,29.524432586,1128.9294,2,2
hyperion,client,4,33311,29.523691176,1128.2803,2,2
hyperion,client,5,33623,29.510045025,1139.3747,3,2
hyperion,client,5,33641,29.513535463,1139.8499,3,2
hyperion,client,5,33624,29.511282592,1139.3608,3,2
hyperion,client,5,33607,29.505888494,1138.993,3,2
hyperion,client,5,33604,29.507872632,1138.8147,3,2
hyperion,client,5,33624,29.506430509,1139.5482,3,2
hyperion,client,5,33465,29.514292694,1133.8574,3,2
hyperion,client,5,33467,29.512493103,1133.9943,3,2
hyperion,client,5,33462,29.515652357,1133.7036,3,2
hyperion,client,5,33493,29.511139348,1134.9274,3,2
hyperion,client,5,33502,29.515111044,1135.0796,3,2
hyperion,client,5,33495,29.5162813,1134.7974,3,2
hyperion,client,5,33581,29.50979118,1137.9613,3,2
hyperion,client,5,33582,29.510754191,1137.958,3,2
hyperion,client,5,33577,29.510796757,1137.787,3,2
hyperion,client,5,33955,29.510503732,1150.6073,2,3
hyperion,client,5,33973,29.509280278,1151.2649,2,3
hyperion,client,5,34033,29.505435866,1153.4485,2,3
hyperion,client,5,34057,29.509313746,1154.1102,2,3
hyperion,client,5,34014,29.512561741,1152.5262,2,3
hyperion,client,5,34020,29.50854589,1152.8864,2,3
hyperion,client,5,34327,29.505083025,1163.4267,2,3
hyperion,client,5,34347,29.505995403,1164.0685,2,3
hyperion,client,5,33763,29.51413217,1143.9605,2,3
hyperion,client,5,33749,29.516767451,1143.384,2,3
hyperion,client,6,33779,29.506807826,1144.7867,3,3
hyperion,client,6,33767,29.508756412,1144.3044,3,3
hyperion,client,6,33773,29.508677508,1144.5108,3,3
hyperion,client,6,33917,29.505787738,1149.5033,3,3
hyperion,client,6,33889,29.505094127,1148.5813,3,3
hyperion,client,6,33906,29.50213997,1149.2726,3,3
hyperion,client,6,33964,29.505130664,1151.1218,3,3
hyperion,client,6,33953,29.505545219,1150.7328,3,3
hyperion,client,6,33951,29.504028994,1150.7242,3,3
hyperion,client,6,33974,29.505708354,1151.4382,3,3
hyperion,client,6,33969,29.505546014,1151.2751,3,3
hyperion,client,6,33960,29.504221664,1151.0217,3,3
hyperion,client,6,33933,29.505403502,1150.0605,3,3
hyperion,client,6,33939,29.504826767,1150.2864,3,3
hyperion,client,6,33938,29.504126344,1150.2798,3,3
hyperion,client,8,34810,29.47276258,1181.0905,4,4
hyperion,client,8,34819,29.468997672,1181.5468,4,4
hyperion,client,8,34798,29.475956089,1180.5554,4,4
hyperion,client,8,34824,29.474613198,1181.4913,4,4
hyperion,client,8,34815,29.471958385,1181.2924,4,4
hyperion,client,8,34805,29.469716458,1181.0429,4,4
hyperion,client,8,34778,29.473005611,1179.995,4,4
hyperion,client,8,34788,29.470234485,1180.4453,4,4
hyperion,client,8,34864,29.473649816,1182.8871,4,4
hyperion,client,8,34858,29.470134308,1182.8246,4,4
hyperion,client,8,34891,29.47181455,1183.8769,4,4
hyperion,client,8,34888,29.46873853,1183.8987,4,4
hyperion,client,8,34865,29.469845174,1183.0737,4,4
hyperion,client,8,34855,29.469217285,1182.7596,4,4
hyperion,client,8,34831,29.464321731,1182.1416,4,4
hyperion,client,8,34834,29.466253692,1182.1659,4,4
hyperion,client,8,34798,29.470242301,1180.7843,4,4
hyperion,client,8,34808,29.474864291,1180.9384,4,4
hyperion,client,8,34778,29.4700987,1180.1114,4,4
hyperion,client,8,34805,29.476087147,1180.7877,4,4
hyperion,client,10,33458,29.496486352,1134.3046,5,5
hyperion,client,10,33483,29.50109535,1134.9748,5,5
hyperion,client,10,33450,29.498740496,1133.9467,5,5
hyperion,client,10,33455,29.49646192,1134.2038,5,5
hyperion,client,10,33494,29.4995453,1135.4073,5,5
hyperion,client,10,33461,29.497033359,1134.3853,5,5
hyperion,client,10,33419,29.496379587,1132.9865,5,5
hyperion,client,10,33433,29.499884421,1133.3265,5,5
hyperion,client,10,33461,29.496808829,1134.3939,5,5
hyperion,client,10,33447,29.496805807,1133.9194,5,5
hyperion,client,10,33553,29.497745395,1137.4768,5,5
hyperion,client,10,33514,29.497652871,1136.1582,5,5
hyperion,client,10,33508,29.499282971,1135.892,5,5
hyperion,client,10,33510,29.497178503,1136.0409,5,5
hyperion,client,10,33480,29.498989814,1134.9541,5,5
hyperion,client,10,33437,29.492189446,1133.7578,5,5
hyperion,client,10,33510,29.496468508,1136.0682,5,5
hyperion,client,10,33489,29.493752202,1135.4608,5,5
hyperion,client,10,33504,29.496988282,1135.8448,5,5
hyperion,client,10,33467,29.496088815,1134.625,5,5
hyperion,client,10,33431,29.496474497,1133.3897,5,5
hyperion,client,10,33448,29.499487509,1133.8502,5,5
hyperion,client,10,33458,29.500950197,1134.133,5,5
hyperion,client,10,33481,29.498893131,1134.9917,5,5
hyperion,client,10,33453,29.497372541,1134.101,5,5
hyperion,client,12,32669,29.508491001,1107.1051,6,6
hyperion,client,12,32649,29.506622174,1106.4974,6,6
hyperion,client,12,32660,29.5080784,1106.8155,6,6
hyperion,client,12,32683,29.50176081,1107.8322,6,6
hyperion,client,12,32653,29.510831117,1106.4751,6,6
hyperion,client,12,32680,29.503239779,1107.675,6,6
hyperion,client,12,32740,29.50456233,1109.6589,6,6
hyperion,client,12,32732,29.498690261,1109.6086,6,6
hyperion,client,12,32752,29.497625075,1110.3267,6,6
hyperion,client,12,32765,29.503522381,1110.5454,6,6
hyperion,client,12,32761,29.503796727,1110.3995,6,6
hyperion,client,12,32773,29.501723366,1110.8843,6,6
hyperion,client,12,32659,29.496181513,1107.2281,6,6
hyperion,client,12,32725,29.499551553,1109.3389,6,6
hyperion,client,12,32708,29.500719878,1108.7187,6,6
hyperion,client,12,32711,29.49885738,1108.8904,6,6
hyperion,client,12,32706,29.500236921,1108.6691,6,6
hyperion,client,12,32696,29.502468594,1108.2462,6,6
hyperion,client,12,32675,29.5056317,1107.4157,6,6
hyperion,client,12,32692,29.505889876,1107.9822,6,6
hyperion,client,12,32727,29.505605348,1109.1791,6,6
hyperion,client,12,32688,29.507918638,1107.7704,6,6
hyperion,client,12,32657,29.50596979,1106.793,6,6
hyperion,client,12,32649,29.509667712,1106.3832,6,6
hyperion,client,12,32691,29.504091095,1108.0158,6,6
hyperion,client,12,32640,29.508856035,1106.1086,6,6
hyperion,client,12,32648,29.504313345,1106.5501,6,6
hyperion,client,12,32672,29.507299625,1107.2514,6,6
hyperion,client,12,32686,29.505501452,1107.7934,6,6
hyperion,client,12,32676,29.507751819,1107.37,6,6
hyperion,client,14,32041,29.516230197,1085.5384,7,7
hyperion,client,14,31998,29.517444596,1084.0369,7,7
hyperion,client,14,32009,29.521880482,1084.2466,7,7
hyperion,client,14,31968,29.517805938,1083.0073,7,7
hyperion,client,14,31997,29.519038909,1083.9445,7,7
hyperion,client,14,32059,29.518575749,1086.0619,7,7
hyperion,client,14,31978,29.517404429,1083.3608,7,7
hyperion,client,14,32056,29.520978495,1085.8719,7,7
hyperion,client,14,32061,29.519461412,1086.0971,7,7
hyperion,client,14,32040,29.51760691,1085.4538,7,7
hyperion,client,14,32070,29.51868415,1086.4305,7,7
hyperion,client,14,32061,29.519306997,1086.1027,7,7
hyperion,client,14,32038,29.523090132,1085.1845,7,7
hyperion,client,14,32017,29.518609507,1084.6378,7,7
hyperion,client,14,31970,29.519418317,1083.0159,7,7
hyperion,client,14,32018,29.513480457,1084.8602,7,7
hyperion,client,14,31969,29.516711554,1083.0814,7,7
hyperion,client,14,32027,29.517440287,1085.0196,7,7
hyperion,client,14,32038,29.516303198,1085.434,7,7
hyperion,client,14,31987,29.516461807,1083.7004,7,7
hyperion,client,14,31964,29.517826223,1082.8711,7,7
hyperion,client,14,32034,29.519272054,1085.1894,7,7
hyperion,client,14,32088,29.519069177,1087.0261,7,7
hyperion,client,14,32068,29.516793206,1086.4324,7,7
hyperion,client,14,32060,29.517757309,1086.1259,7,7
hyperion,client,14,32071,29.51869491,1086.464,7,7
hyperion,client,14,32103,29.521613854,1087.4405,7,7
hyperion,client,14,32069,29.518236236,1086.4131,7,7
hyperion,client,14,32082,29.516109838,1086.9319,7,7
hyperion,client,14,32098,29.518283908,1087.3938,7,7
hyperion,client,14,32083,29.516839484,1086.9389,7,7
hyperion,client,14,32050,29.516161564,1085.8458,7,7
hyperion,client,14,32087,29.521523329,1086.9019,7,7
hyperion,client,14,31982,29.518807061,1083.4449,7,7
hyperion,client,14,32082,29.519264111,1086.8157,7,7
hyperion,client,16,31512,29.532737127,1067.0193,8,8
hyperion,client,16,31503,29.532672071,1066.7169,8,8
hyperion,client,16,31515,29.531259729,1067.1743,8,8
hyperion,client,16,31518,29.529748559,1067.3305,8,8
hyperion,client,16,31578,29.532134226,1069.2759,8,8
hyperion,client,16,31480,29.533925286,1065.8929,8,8
hyperion,client,16,31522,29.534020611,1067.3115,8,8
hyperion,client,16,31491,29.527718201,1066.4895,8,8
hyperion,client,16,31473,29.528589834,1065.8484,8,8
hyperion,client,16,31489,29.531877072,1066.2715,8,8
hyperion,client,16,31490,29.531481746,1066.3197,8,8
hyperion,client,16,31498,29.529768071,1066.6525,8,8
hyperion,client,16,31449,29.534639253,1064.8175,8,8
hyperion,client,16,31514,29.531555397,1067.1297,8,8
hyperion,client,16,31502,29.522263151,1067.0591,8,8
hyperion,client,16,31535,29.53106108,1067.8587,8,8
hyperion,client,16,31550,29.532026128,1068.3317,8,8
hyperion,client,16,31434,29.527694967,1064.5599,8,8
hyperion,client,16,31465,29.532707684,1065.4289,8,8
hyperion,client,16,31422,29.529679911,1064.082,8,8
hyperion,client,16,31502,29.533377077,1066.6576,8,8
hyperion,client,16,31486,29.530038417,1066.2363,8,8
hyperion,client,16,31467,29.532557317,1065.502,8,8
hyperion,client,16,31468,29.532023952,1065.5551,8,8
hyperion,client,16,31503,29.533654897,1066.6814,8,8
hyperion,client,16,31487,29.533364696,1066.1501,8,8
hyperion,client,16,31527,29.531003894,1067.5898,8,8
hyperion,client,16,31497,29.533919824,1066.4687,8,8
hyperion,client,16,31510,29.534143912,1066.9007,8,8
hyperion,client,16,31487,29.534176073,1066.1208,8,8
hyperion,client,16,31581,29.533091793,1069.3428,8,8
hyperion,client,16,31495,29.533044621,1066.4325,8,8
hyperion,client,16,31439,29.53163432,1064.5872,8,8
hyperion,client,16,31412,29.534292051,1063.5772,8,8
hyperion,client,16,31431,29.531109291,1064.3352,8,8
hyperion,client,16,31473,29.529039645,1065.8322,8,8
hyperion,client,16,31374,29.529351384,1062.4683,8,8
hyperion,client,16,31484,29.530264818,1066.1604,8,8
hyperion,client,16,31432,29.531252087,1064.3639,8,8
hyperion,client,16,31427,29.529170462,1064.2697,8,8
hyperion,client,18,31001,29.540852676,1049.4281,9,9
hyperion,client,18,30969,29.547120976,1048.1224,9,9
hyperion,client,18,30980,29.542236641,1048.6681,9,9
hyperion,client,18,30965,29.543268667,1048.1237,9,9
hyperion,client,18,30977,29.540078704,1048.6431,9,9
hyperion,client,18,30941,29.541055089,1047.3898,9,9
hyperion,client,18,30921,29.539781886,1046.7579,9,9
hyperion,client,18,30926,29.531979119,1047.2038,9,9
hyperion,client,18,30995,29.543126784,1049.1442,9,9
hyperion,client,18,31050,29.538105988,1051.1845,9,9
hyperion,client,18,31055,29.540229762,1051.2782,9,9
hyperion,client,18,30993,29.534846496,1049.3706,9,9
hyperion,client,18,30969,29.534819592,1048.559,9,9
hyperion,client,18,31055,29.538609863,1051.3359,9,9
hyperion,client,18,31138,29.536923605,1054.2059,9,9
hyperion,client,18,31034,29.538455576,1050.6304,9,9
hyperion,client,18,31056,29.536148291,1051.4573,9,9
hyperion,client,18,31011,29.5306396,1050.1296,9,9
hyperion,client,18,30926,29.537519525,1047.0073,9,9
hyperion,client,18,31014,29.539490676,1049.9165,9,9
hyperion,client,18,30926,29.541119559,1046.8798,9,9
hyperion,client,18,30938,29.534947209,1047.5048,9,9
hyperion,client,18,30913,29.53949161,1046.4974,9,9
hyperion,client,18,30911,29.539039326,1046.4457,9,9
hyperion,client,18,31014,29.53933305,1049.9221,9,9
hyperion,client,18,30982,29.537622971,1048.8996,9,9
hyperion,client,18,30964,29.539098829,1048.2378,9,9
hyperion,client,18,31010,29.543219903,1049.6486,9,9
hyperion,client,18,30950,29.537889324,1047.8068,9,9
hyperion,client,18,31008,29.542478137,1049.6073,9,9
hyperion,client,18,30956,29.541112824,1047.8955,9,9
hyperion,client,18,30959,29.544597666,1047.8735,9,9
hyperion,client,18,31017,29.535194396,1050.1708,9,9
hyperion,client,18,30933,29.54299985,1047.0501,9,9
hyperion,client,18,31003,29.538698566,1049.5723,9,9
hyperion,client,18,31039,29.535722684,1050.8969,9,9
hyperion,client,18,30948,29.543487422,1047.5405,9,9
hyperion,client,18,30940,29.540980851,1047.3586,9,9
hyperion,client,18,30978,29.538782716,1048.723,9,9
hyperion,client,18,30996,29.541700757,1049.2287,9,9
hyperion,client,18,31012,29.542147951,1049.7544,9,9
hyperion,client,18,30990,29.533612384,1049.3129,9,9
hyperion,client,18,31016,29.543440768,1049.8439,9,9
hyperion,client,18,31002,29.540290815,1049.4819,9,9
hyperion,client,18,30986,29.540771699,1048.9232,9,9
hyperion,client,20,30496,29.545733352,1032.1626,10,10
hyperion,client,20,30487,29.54916542,1031.7381,10,10
hyperion,client,20,30483,29.54957702,1031.5884,10,10
hyperion,client,20,30455,29.550730433,1030.6006,10,10
hyperion,client,20,30554,29.54955524,1033.9919,10,10
hyperion,client,20,30477,29.55048664,1031.3536,10,10
hyperion,client,20,30484,29.546190273,1031.7405,10,10
hyperion,client,20,30556,29.546393885,1034.1702,10,10
hyperion,client,20,30472,29.547424137,1031.2913,10,10
hyperion,client,20,30392,29.545606928,1028.647,10,10
hyperion,client,20,30613,29.552813254,1035.8743,10,10
hyperion,client,20,30620,29.552294973,1036.1293,10,10
hyperion,client,20,30592,29.552670113,1035.1687,10,10
hyperion,client,20,30583,29.548236501,1035.0195,10,10
hyperion,client,20,30591,29.551239282,1035.185,10,10
hyperion,client,20,30557,29.551524859,1034.0245,10,10
hyperion,client,20,30584,29.555724264,1034.7911,10,10
hyperion,client,20,30446,29.552741067,1030.2259,10,10
hyperion,client,20,30591,29.553860832,1035.0932,10,10
hyperion,client,20,30550,29.554652017,1033.6782,10,10
hyperion,client,20,30481,29.552540578,1031.4172,10,10
hyperion,client,20,30461,29.556423374,1030.6051,10,10
hyperion,client,20,30523,29.551824255,1032.8635,10,10
hyperion,client,20,30517,29.552406072,1032.6401,10,10
hyperion,client,20,30503,29.550131754,1032.2458,10,10
hyperion,client,20,30576,29.548441964,1034.7754,10,10
hyperion,client,20,30545,29.5517389,1033.6109,10,10
hyperion,client,20,30483,29.552744691,1031.4778,10,10
hyperion,client,20,30505,29.55149877,1032.2657,10,10
hyperion,client,20,30507,29.550167963,1032.3799,10,10
hyperion,client,20,30529,29.552644722,1033.0378,10,10
hyperion,client,20,30587,29.555030087,1034.9169,10,10
hyperion,client,20,30539,29.555660222,1033.2708,10,10
hyperion,client,20,30631,29.547949378,1036.654,10,10
hyperion,client,20,30611,29.553068872,1035.7977,10,10
hyperion,client,20,30528,29.54159936,1033.3902,10,10
hyperion,client,20,30581,29.552481948,1034.8031,10,10
hyperion,client,20,30582,29.55860512,1034.6226,10,10
hyperion,client,20,30598,29.557037364,1035.2188,10,10
hyperion,client,20,30505,29.559515087,1031.9858,10,10
hyperion,client,20,30478,29.546614087,1031.5226,10,10
hyperion,client,20,30500,29.548966097,1032.185,10,10
hyperion,client,20,30484,29.550140554,1031.6025,10,10
hyperion,client,20,30568,29.548086802,1034.5171,10,10
hyperion,client,20,30479,29.552158392,1031.3629,10,10
hyperion,client,20,30526,29.549319409,1033.0526,10,10
hyperion,client,20,30454,29.550232225,1030.5841,10,10
hyperion,client,20,30513,29.551985546,1032.5195,10,10
hyperion,client,20,30543,29.549485326,1033.6221,10,10
hyperion,client,20,30497,29.550225115,1032.0395,10,10
hyperion,client,22,30127,29.557420757,1019.2703,11,11
hyperion,client,22,30096,29.551230006,1018.4348,11,11
hyperion,client,22,30049,29.559855184,1016.5476,11,11
hyperion,client,22,30076,29.56097201,1017.4226,11,11
hyperion,client,22,30112,29.554421548,1018.8662,11,11
hyperion,client,22,30093,29.561135737,1017.992,11,11
hyperion,client,22,30117,29.55550561,1018.998,11,11
hyperion,client,22,30194,29.553274873,1021.6803,11,11
hyperion,client,22,30120,29.554044696,1019.1498,11,11
hyperion,client,22,30035,29.559171193,1016.0975,11,11
hyperion,client,22,30116,29.560063334,1018.807,11,11
hyperion,client,22,30104,29.556839276,1018.5122,11,11
hyperion,client,22,30107,29.554680835,1018.688,11,11
hyperion,client,22,30069,29.555255548,1017.3825,11,11
hyperion,client,22,30083,29.55713366,1017.7915,11,11
hyperion,client,22,30146,29.560127235,1019.8197,11,11
hyperion,client,22,30090,29.556844123,1018.0383,11,11
hyperion,client,22,30136,29.554673189,1019.6695,11,11
hyperion,client,22,30046,29.553526455,1016.6638,11,11
hyperion,client,22,30131,29.558627097,1019.364,11,11
hyperion,client,22,30052,29.558980505,1016.6792,11,11
hyperion,client,22,30000,29.556273187,1015.0129,11,11
hyperion,client,22,30171,29.551019568,1020.98,11,11
hyperion,client,22,30036,29.554038241,1016.3078,11,11
hyperion,client,22,30064,29.560268359,1017.0408,11,11
hyperion,client,22,30040,29.550317403,1016.5711,11,11
hyperion,client,22,30075,29.554770029,1017.6022,11,11
hyperion,client,22,30103,29.546312986,1018.8412,11,11
hyperion,client,22,30071,29.556043296,1017.4231,11,11
hyperion,client,22,29998,29.553116501,1015.0537,11,11
hyperion,client,22,30062,29.554976193,1017.1553,11,11
hyperion,client,22,29998,29.556275172,1014.9452,11,11
hyperion,client,22,29993,29.552144577,1014.9179,11,11
hyperion,client,22,30043,29.557218969,1016.4353,11,11
hyperion,client,22,30074,29.558809737,1017.4293,11,11
hyperion,client,22,30084,29.557205892,1017.8229,11,11
hyperion,client,22,30062,29.559765404,1016.9905,11,11
hyperion,client,22,30008,29.561799273,1015.0938,11,11
hyperion,client,22,30060,29.564012696,1016.7767,11,11
hyperion,client,22,30153,29.557416535,1020.1501,11,11
hyperion,client,22,29993,29.561317594,1014.6029,11,11
hyperion,client,22,30100,29.562855997,1018.1696,11,11
hyperion,client,22,30101,29.56237995,1018.2198,11,11
hyperion,client,22,30023,29.560644963,1015.6409,11,11
hyperion,client,22,30137,29.556243454,1019.6492,11,11
hyperion,client,22,30116,29.555250642,1018.9729,11,11
hyperion,client,22,30137,29.55699241,1019.6234,11,11
hyperion,client,22,30121,29.55964823,1018.9905,11,11
hyperion,client,22,30123,29.55270406,1019.2976,11,11
hyperion,client,22,30131,29.555207953,1019.4819,11,11
hyperion,client,22,30035,29.551547251,1016.3596,11,11
hyperion,client,22,30146,29.553366886,1020.053,11,11
hyperion,client,22,30153,29.546933773,1020.512,11,11
hyperion,client,22,30105,29.554212955,1018.6365,11,11
hyperion,client,22,30045,29.551159649,1016.7114,11,11
hyperion,client,24,29757,29.56636757,1006.4476,12,12
hyperion,client,24,29702,29.56676632,1004.5738,12,12
hyperion,client,24,29786,29.562988987,1007.5436,12,12
hyperion,client,24,29776,29.56286601,1007.2095,12,12
hyperion,client,24,29624,29.562465613,1002.0815,12,12
hyperion,client,24,29697,29.560030663,1004.6336,12,12
hyperion,client,24,29781,29.565150888,1007.3008,12,12
hyperion,client,24,29739,29.564884657,1005.8893,12,12
hyperion,client,24,29719,29.554790523,1005.5561,12,12
hyperion,client,24,29723,29.560033433,1005.5131,12,12
hyperion,client,24,29668,29.565405128,1003.4701,12,12
hyperion,client,24,29688,29.560267725,1004.3211,12,12
hyperion,client,24,29745,29.56596161,1006.0556,12,12
hyperion,client,24,29686,29.558508265,1004.3132,12,12
hyperion,client,24,29807,29.563156477,1008.2482,12,12
hyperion,client,24,29818,29.56274684,1008.6343,12,12
hyperion,client,24,29697,29.558395369,1004.6892,12,12
hyperion,client,24,29791,29.561951618,1007.7481,12,12
hyperion,client,24,29749,29.561271335,1006.3505,12,12
hyperion,client,24,29684,29.561602728,1004.1404,12,12
hyperion,client,24,29842,29.557292972,1009.6324,12,12
hyperion,client,24,29771,29.565028625,1006.9667,12,12
hyperion,client,24,29649,29.566155629,1002.802,12,12
hyperion,client,24,29714,29.563064392,1005.1055,12,12
hyperion,client,24,29673,29.563508085,1003.7036,12,12
hyperion,client,24,29772,29.565905272,1006.9707,12,12
hyperion,client,24,29732,29.569364329,1005.5001,12,12
hyperion,client,24,29797,29.566960011,1007.7803,12,12
hyperion,client,24,29724,29.565437765,1005.3631,12,12
hyperion,client,24,29736,29.564139702,1005.8131,12,12
hyperion,client,24,29744,29.569596665,1005.8981,12,12
hyperion,client,24,29793,29.563199009,1007.7732,12,12
hyperion,client,24,29729,29.562942508,1005.6171,12,12
hyperion,client,24,29767,29.564342031,1006.8548,12,12
hyperion,client,24,29794,29.566091821,1007.7084,12,12
hyperion,client,24,29750,29.564582756,1006.2716,12,12
hyperion,client,24,29653,29.561917123,1003.0811,12,12
hyperion,client,24,29631,29.564199481,1002.2595,12,12
hyperion,client,24,29627,29.56468623,1002.1077,12,12
hyperion,client,24,29676,29.56294794,1003.8241,12,12
hyperion,client,24,29645,29.559236711,1002.9014,12,12
hyperion,client,24,29736,29.559022968,1005.9872,12,12
hyperion,client,24,29689,29.56345544,1004.2466,12,12
hyperion,client,24,29778,29.561557704,1007.3217,12,12
hyperion,client,24,29604,29.567691155,1001.228,12,12
hyperion,client,24,29687,29.564477397,1004.1443,12,12
hyperion,client,24,29702,29.559339169,1004.8263,12,12
hyperion,client,24,29630,29.562685465,1002.277,12,12
hyperion,client,24,29856,29.563085274,1009.9081,12,12
hyperion,client,24,29756,29.565086232,1006.4574,12,12
hyperion,client,24,29814,29.564343899,1008.4445,12,12
hyperion,client,24,29721,29.564294828,1005.3005,12,12
hyperion,client,24,29654,29.563461261,1003.0625,12,12
hyperion,client,24,29790,29.565422436,1007.596,12,12
hyperion,client,24,29801,29.560656908,1008.1305,12,12
hyperion,client,24,29758,29.562274821,1006.6208,12,12
hyperion,client,24,29705,29.561144422,1004.8664,12,12
hyperion,client,24,29706,29.552567541,1005.1918,12,12
hyperion,client,24,29713,29.56517337,1005.0,12,12
hyperion,client,24,29717,29.562973506,1005.2101,12,12
hyperion,client,26,29427,29.566743558,995.2736,13,13
hyperion,client,26,29424,29.571123711,995.0248,13,13
hyperion,client,26,29371,29.570316575,993.2596,13,13
hyperion,client,26,29395,29.568634326,994.1278,13,13
hyperion,client,26,29455,29.570736888,996.0861,13,13
hyperion,client,26,29481,29.572447662,996.9077,13,13
hyperion,client,26,29435,29.573622755,995.3126,13,13
hyperion,client,26,29396,29.564477437,994.3014,13,13
hyperion,client,26,29405,29.56915865,994.4483,13,13
