host,role,clients,accesses,seconds,throughput (accesses/sec),local,remote
hyperion,client,36,25794,29.644502613,870.1107,18,18
hyperion,client,36,25787,29.645597853,869.8425,18,18
hyperion,client,36,25804,29.641802721,870.5274,18,18
hyperion,client,36,25871,29.640001621,872.8407,18,18
hyperion,client,36,25837,29.647361507,871.4772,18,18
hyperion,client,36,25817,29.649609557,870.7366,18,18
hyperion,client,36,25873,29.646751466,872.7094,18,18
hyperion,client,36,25870,29.643669749,872.699,18,18
hyperion,client,36,25819,29.6467558,870.8879,18,18
hyperion,client,36,25806,29.643818059,870.5356,18,18
hyperion,client,36,25810,29.646482195,870.5923,18,18
hyperion,client,36,25687,29.648101212,866.3961,18,18
hyperion,client,36,25746,29.652987619,868.243,18,18
hyperion,client,36,25848,29.650362822,871.76,18,18
lagoon,client,1,48088,29.707081181,1618.7386,1,0
lagoon,client,1,48667,29.704894145,1638.3496,1,0
lagoon,client,1,48341,29.687983191,1628.3019,1,0
lagoon,client,1,47406,29.677190505,1597.3884,1,0
lagoon,client,1,46924,29.660192244,1582.0531,1,0
lagoon,client,2,50637,29.663743631,1707.0334,1,1
lagoon,client,2,50418,29.666367611,1699.5003,1,1
lagoon,client,2,50581,29.667351251,1704.9382,1,1
lagoon,client,2,50042,29.641559425,1688.2378,1,1
lagoon,client,2,50889,29.650346634,1716.3037,1,1
lagoon,client,3,50936,29.630779252,1719.0233,1,2
lagoon,client,3,51002,29.635187859,1720.9947,1,2
lagoon,client,3,50742,29.639662393,1711.9628,1,2
lagoon,client,3,51539,29.663735249,1737.4413,1,2
lagoon,client,3,51910,29.683444074,1748.7863,1,2
lagoon,client,3,52979,29.729544862,1782.032,2,1
lagoon,client,3,52978,29.726349286,1782.1899,2,1
lagoon,client,3,53317,29.73276687,1793.2068,2,1
lagoon,client,3,53327,29.73221962,1793.5762,2,1
lagoon,client,3,53142,29.734107895,1787.2404,2,1
lagoon,client,3,53136,29.735116054,1786.9781,2,1
lagoon,client,3,53281,29.742388213,1791.4163,2,1
lagoon,client,3,53259,29.740741669,1790.7758,2,1
lagoon,client,3,53626,29.729724619,1803.7839,2,1
lagoon,client,3,53601,29.729778123,1802.9398,2,1
lagoon,client,4,53759,29.729680474,1808.2603,2,2
lagoon,client,4,53763,29.730576396,1808.3403,2,2
lagoon,client,4,53437,29.738861474,1796.8744,2,2
lagoon,client,4,53412,29.737408473,1796.1215,2,2
lagoon,client,4,53685,29.731764139,1805.6446,2,2
lagoon,client,4,53675,29.731738525,1805.3098,2,2
lagoon,client,4,53934,29.740349422,1813.4958,2,2
lagoon,client,4,53929,29.739695942,1813.3676,2,2
lagoon,client,4,53797,29.740253702,1808.8951,2,2
lagoon,client,4,53783,29.739376665,1808.4777,2,2
lagoon,client,5,54060,29.731406738,1818.2793,2,3
lagoon,client,5,54046,29.730040316,1817.8919,2,3
lagoon,client,5,54033,29.740023683,1816.8446,2,3
lagoon,client,5,54044,29.738285548,1817.3206,2,3
lagoon,client,5,54098,29.742002468,1818.9091,2,3
lagoon,client,5,54108,29.744667793,1819.0823,2,3
lagoon,client,5,54001,29.734764338,1816.0897,2,3
lagoon,client,5,54007,29.737491995,1816.1249,2,3
lagoon,client,5,54068,29.737885172,1818.1522,2,3
lagoon,client,5,54101,29.741008663,1819.0708,2,3
lagoon,client,5,54707,29.752294827,1838.7489,3,2
lagoon,client,5,54683,29.756699036,1837.6702,3,2
lagoon,client,5,54682,29.753212351,1837.852,3,2
lagoon,client,5,54724,29.752627795,1839.2997,3,2
lagoon,client,5,54714,29.754765807,1838.8315,3,2
lagoon,client,5,54706,29.753188387,1838.6601,3,2
lagoon,client,5,54686,29.748124355,1838.3008,3,2
lagoon,client,5,54645,29.75209655,1836.6773,3,2
lagoon,client,5,54688,29.748058164,1838.3721,3,2
lagoon,client,5,54999,29.752229255,1848.5674,3,2
lagoon,client,5,54988,29.753673462,1848.1079,3,2
lagoon,client,5,55010,29.752613755,1848.9132,3,2
lagoon,client,5,54459,29.74873875,1830.6322,3,2
lagoon,client,5,54491,29.749444268,1831.6645,3,2
lagoon,client,5,54510,29.749588006,1832.2943,3,2
lagoon,client,6,54642,29.75080514,1836.6562,3,3
lagoon,client,6,54649,29.754008449,1836.6937,3,3
lagoon,client,6,54639,29.749919656,1836.61,3,3
lagoon,client,6,54707,29.748199629,1839.002,3,3
lagoon,client,6,54699,29.753420593,1838.4105,3,3
lagoon,client,6,54704,29.751025917,1838.7265,3,3
lagoon,client,6,54733,29.747214054,1839.937,3,3
lagoon,client,6,54732,29.745726892,1839.9954,3,3
lagoon,client,6,54732,29.748944531,1839.7964,3,3
lagoon,client,6,54824,29.751153011,1842.7521,3,3
lagoon,client,6,54824,29.75140007,1842.7368,3,3
lagoon,client,6,54838,29.751908974,1843.1758,3,3
lagoon,client,6,54724,29.7468343,1839.6579,3,3
lagoon,client,6,54729,29.748946139,1839.6954,3,3
lagoon,client,6,54717,29.750524472,1839.1945,3,3
lagoon,client,8,55818,29.748554301,1876.3265,4,4
lagoon,client,8,55861,29.745621153,1877.9571,4,4
lagoon,client,8,55811,29.741809776,1876.5166,4,4
lagoon,client,8,55811,29.747018633,1876.188,4,4
lagoon,client,8,55766,29.741660011,1875.013,4,4
lagoon,client,8,55769,29.73854818,1875.3101,4,4
lagoon,client,8,55780,29.73209676,1876.087,4,4
lagoon,client,8,55771,29.738891799,1875.3557,4,4
lagoon,client,8,55943,29.745503942,1880.7212,4,4
lagoon,client,8,55945,29.744982568,1880.8214,4,4
lagoon,client,8,55938,29.746649657,1880.4807,4,4
lagoon,client,8,55932,29.74534056,1880.3617,4,4
lagoon,client,8,55901,29.744121527,1879.3966,4,4
lagoon,client,8,55885,29.739680435,1879.1392,4,4
lagoon,client,8,55903,29.743697431,1879.4906,4,4
lagoon,client,8,55908,29.742785741,1879.7163,4,4
lagoon,client,8,55821,29.743872019,1876.7227,4,4
lagoon,client,8,55819,29.740919309,1876.8418,4,4
lagoon,client,8,55791,29.730808379,1876.5383,4,4
lagoon,client,8,55759,29.741485076,1874.7887,4,4
lagoon,client,10,55179,29.740927821,1855.3221,5,5
lagoon,client,10,55186,29.740462299,1855.5865,5,5
lagoon,client,10,55242,29.743620355,1857.2722,5,5
lagoon,client,10,55238,29.742999868,1857.1765,5,5
lagoon,client,10,55242,29.741027107,1857.4342,5,5
lagoon,client,10,55272,29.741893625,1858.3887,5,5
lagoon,client,10,55233,29.742071289,1857.0664,5,5
lagoon,client,10,55263,29.74181472,1858.0911,5,5
lagoon,client,10,55221,29.743363536,1856.5822,5,5
lagoon,client,10,55264,29.739880778,1858.2455,5,5
lagoon,client,10,55314,29.745337021,1859.5856,5,5
lagoon,client,10,55296,29.738348289,1859.4173,5,5
lagoon,client,10,55301,29.744379315,1859.2084,5,5
lagoon,client,10,55300,29.745374128,1859.1126,5,5
lagoon,client,10,55279,29.740858522,1858.6888,5,5
lagoon,client,10,55240,29.736473663,1857.6513,5,5
lagoon,client,10,55267,29.731693019,1858.8582,5,5
lagoon,client,10,55261,29.7396239,1858.1607,5,5
lagoon,client,10,55265,29.738928861,1858.3386,5,5
lagoon,client,10,55224,29.740690408,1856.85,5,5
lagoon,client,10,55187,29.742720732,1855.4792,5,5
lagoon,client,10,55150,29.740993005,1854.3429,5,5
lagoon,client,10,55130,29.734743832,1854.06,5,5
lagoon,client,10,55136,29.741752343,1853.8249,5,5
lagoon,client,10,55137,29.738121036,1854.0849,5,5
lagoon,client,12,54281,29.730703187,1825.7557,6,6
lagoon,client,12,54273,29.734635905,1825.2452,6,6
lagoon,client,12,54256,29.73317559,1824.763,6,6
lagoon,client,12,54259,29.73409217,1824.8077,6,6
lagoon,client,12,54308,29.734772851,1826.4138,6,6
lagoon,client,12,54350,29.735829737,1827.7613,6,6
lagoon,client,12,54466,29.736884106,1831.5974,6,6
lagoon,client,12,54469,29.738121965,1831.6221,6,6
lagoon,client,12,54484,29.736987731,1832.1963,6,6
lagoon,client,12,54443,29.741460055,1830.5423,6,6
lagoon,client,12,54447,29.739122578,1830.8207,6,6
lagoon,client,12,54410,29.739838687,1829.5325,6,6
lagoon,client,12,54353,29.737282705,1827.7729,6,6
lagoon,client,12,54378,29.737157161,1828.6213,6,6
lagoon,client,12,54367,29.735992902,1828.323,6,6
lagoon,client,12,54357,29.737094043,1827.919,6,6
lagoon,client,12,54323,29.740876284,1826.5434,6,6
lagoon,client,12,54312,29.738845227,1826.2982,6,6
lagoon,client,12,54246,29.736268735,1824.2369,6,6
lagoon,client,12,54274,29.737426791,1825.1075,6,6
lagoon,client,12,54295,29.73501727,1825.9616,6,6
lagoon,client,12,54275,29.738025651,1825.1044,6,6
lagoon,client,12,54268,29.737780437,1824.884,6,6
lagoon,client,12,54256,29.736254852,1824.5741,6,6
lagoon,client,12,54286,29.737452693,1825.5094,6,6
lagoon,client,12,54256,29.734011624,1824.7117,6,6
lagoon,client,12,54304,29.738737972,1826.0358,6,6
lagoon,client,12,54307,29.737960294,1826.1844,6,6
lagoon,client,12,54352,29.733988024,1827.9418,6,6
lagoon,client,12,54306,29.737230805,1826.1956,6,6
lagoon,client,14,53104,29.729725124,1786.2257,7,7
lagoon,client,14,53199,29.724031637,1789.7639,7,7
lagoon,client,14,53131,29.723329626,1787.5184,7,7
lagoon,client,14,53181,29.72297637,1789.2219,7,7
lagoon,client,14,53234,29.728845061,1790.6515,7,7
lagoon,client,14,53189,29.728720281,1789.1453,7,7
lagoon,client,14,53200,29.728967101,1789.5004,7,7
lagoon,client,14,53357,29.729974108,1794.7207,7,7
lagoon,client,14,53417,29.730088019,1796.732,7,7
lagoon,client,14,53349,29.735458226,1794.1207,7,7
lagoon,client,14,53355,29.731997815,1794.5313,7,7
lagoon,client,14,53361,29.73092797,1794.7977,7,7
lagoon,client,14,53303,29.728304433,1793.0051,7,7
lagoon,client,14,53404,29.733133248,1796.1107,7,7
lagoon,client,14,53275,29.734698604,1791.6778,7,7
lagoon,client,14,53354,29.731818038,1794.5085,7,7
lagoon,client,14,53323,29.733330826,1793.3746,7,7
lagoon,client,14,53350,29.731056994,1794.4199,7,7
lagoon,client,14,53371,29.729928829,1795.1943,7,7
lagoon,client,14,53371,29.728309629,1795.2921,7,7
lagoon,client,14,53336,29.731483802,1793.9232,7,7
lagoon,client,14,53474,29.734369665,1798.3902,7,7
lagoon,client,14,53517,29.734803891,1799.8101,7,7
lagoon,client,14,53439,29.734558088,1797.2018,7,7
lagoon,client,14,53506,29.735153504,1799.419,7,7
lagoon,client,14,53455,29.734169938,1797.7633,7,7
lagoon,client,14,53439,29.731590194,1797.3812,7,7
lagoon,client,14,53465,29.734274273,1798.0933,7,7
lagoon,client,14,53401,29.724798658,1796.5134,7,7
lagoon,client,14,53268,29.733379162,1791.5219,7,7
lagoon,client,14,53314,29.731422812,1793.187,7,7
lagoon,client,14,53341,29.735504647,1793.8488,7,7
lagoon,client,14,53361,29.731655976,1794.7537,7,7
lagoon,client,14,53305,29.727979547,1793.0919,7,7
lagoon,client,14,53378,29.734775798,1795.1371,7,7
lagoon,client,16,52022,29.729243638,1749.8595,8,8
lagoon,client,16,51923,29.730175253,1746.4747,8,8
lagoon,client,16,52040,29.732116332,1750.2959,8,8
lagoon,client,16,52042,29.732187053,1750.359,8,8
lagoon,client,16,51923,29.728440195,1746.5767,8,8
lagoon,client,16,51964,29.72740427,1748.0167,8,8
lagoon,client,16,51956,29.72535054,1747.8684,8,8
lagoon,client,16,52018,29.725811045,1749.927,8,8
lagoon,client,16,52150,29.72998217,1754.1215,8,8
lagoon,client,16,52062,29.727904724,1751.2839,8,8
lagoon,client,16,51992,29.725485176,1749.0715,8,8
lagoon,client,16,52068,29.731797772,1751.2564,8,8
lagoon,client,16,51949,29.732334967,1747.2223,8,8
lagoon,client,16,52119,29.733485532,1752.8722,8,8
lagoon,client,16,52235,29.733727828,1756.7592,8,8
lagoon,client,16,51974,29.728110628,1748.3116,8,8
lagoon,client,16,52239,29.730360039,1757.0927,8,8
lagoon,client,16,52120,29.728728045,1753.1863,8,8
lagoon,client,16,52053,29.729147415,1750.9079,8,8
lagoon,client,16,52065,29.731797782,1751.1555,8,8
lagoon,client,16,52061,29.725266485,1751.4057,8,8
lagoon,client,16,52027,29.725211243,1750.2651,8,8
lagoon,client,16,52110,29.731089165,1752.7108,8,8
lagoon,client,16,51961,29.723170929,1748.1648,8,8
lagoon,client,16,51993,29.725246609,1749.1192,8,8
lagoon,client,16,52045,29.735148397,1750.2855,8,8
lagoon,client,16,52057,29.724573462,1751.3119,8,8
lagoon,client,16,52097,29.731349177,1752.2582,8,8
lagoon,client,16,51992,29.731863769,1748.6963,8,8
lagoon,client,16,51967,29.731864474,1747.8554,8,8
lagoon,client,16,51973,29.726403456,1748.3783,8,8
lagoon,client,16,51982,29.733205085,1748.2811,8,8
lagoon,client,16,51885,29.728491203,1745.2954,8,8
lagoon,client,16,51899,29.730415664,1745.6534,8,8
lagoon,client,16,51882,29.728651962,1745.1851,8,8
lagoon,client,16,51960,29.730205667,1747.7175,8,8
lagoon,client,16,51885,29.729649118,1745.2275,8,8
lagoon,client,16,51976,29.732250672,1748.1354,8,8
lagoon,client,16,51908,29.732037247,1745.8609,8,8
lagoon,client,16,51891,29.731458599,1745.323,8,8
lagoon,client,18,49950,29.738106358,1679.6631,9,9
lagoon,client,18,49999,29.735350788,1681.4666,9,9
lagoon,client,18,50124,29.735774502,1685.6464,9,9
lagoon,client,18,49867,29.729777081,1677.3419,9,9
lagoon,client,18,49762,29.733752428,1673.5863,9,9
lagoon,client,18,50008,29.733336517,1681.8832,9,9
lagoon,client,18,49884,29.735341343,1677.5997,9,9
lagoon,client,18,49764,29.722441895,1674.2904,9,9
lagoon,client,18,50026,29.732812797,1682.5182,9,9
lagoon,client,18,50116,29.73233585,1685.5722,9,9
lagoon,client,18,49909,29.728377243,1678.8336,9,9
lagoon,client,18,50081,29.734364866,1684.2801,9,9
lagoon,client,18,50123,29.731638515,1685.8472,9,9
lagoon,client,18,50103,29.732786409,1685.1095,9,9
lagoon,client,18,50045,29.730556073,1683.285,9,9
lagoon,client,18,50010,29.732788638,1681.9815,9,9
lagoon,client,18,50087,29.732416005,1684.5923,9,9
lagoon,client,18,50097,29.731208023,1684.9971,9,9
lagoon,client,18,50001,29.735013489,1681.553,9,9
lagoon,client,18,49854,29.737131163,1676.4899,9,9
lagoon,client,18,49945,29.73495886,1679.6727,9,9
lagoon,client,18,49682,29.73535826,1670.8055,9,9
lagoon,client,18,49899,29.733401977,1678.2136,9,9
lagoon,client,18,50109,29.737510714,1685.0435,9,9
lagoon,client,18,49934,29.731822818,1679.4799,9,9
lagoon,client,18,49816,29.735940507,1675.2791,9,9
lagoon,client,18,49899,29.73440928,1678.1568,9,9
lagoon,client,18,49870,29.732513267,1677.2884,9,9
lagoon,client,18,50089,29.72794077,1684.9132,9,9
lagoon,client,18,50037,29.73466714,1682.7833,9,9
lagoon,client,18,49997,29.735606453,1681.3849,9,9
lagoon,client,18,49845,29.728226215,1676.6893,9,9
lagoon,client,18,49901,29.734400093,1678.2245,9,9
lagoon,client,18,49942,29.734724155,1679.5851,9,9
lagoon,client,18,49973,29.725294828,1681.1608,9,9
lagoon,client,18,49943,29.730440471,1679.8607,9,9
lagoon,client,18,49817,29.732112563,1675.5284,9,9
lagoon,client,18,49859,29.734280599,1676.8188,9,9
lagoon,client,18,49945,29.732017351,1679.8389,9,9
lagoon,client,18,49947,29.734308326,1679.7768,9,9
lagoon,client,18,50067,29.734506416,1683.8013,9,9
lagoon,client,18,49909,29.735558267,1678.4282,9,9
lagoon,client,18,49799,29.729719922,1675.0578,9,9
lagoon,client,18,49976,29.73520518,1680.7014,9,9
lagoon,client,18,49992,29.725877878,1681.767,9,9
lagoon,client,20,47696,29.738066244,1603.8703,10,10
lagoon,client,20,47720,29.733956589,1604.8991,10,10
lagoon,client,20,47627,29.739125607,1601.493,10,10
lagoon,client,20,47714,29.727621128,1605.0393,10,10
lagoon,client,20,47778,29.739887432,1606.5293,10,10
lagoon,client,20,47659,29.740202352,1602.511,10,10
lagoon,client,20,47520,29.725976511,1598.6018,10,10
lagoon,client,20,47863,29.736775617,1609.5558,10,10
lagoon,client,20,47695,29.738024065,1603.8389,10,10
lagoon,client,20,47723,29.734096329,1604.9924,10,10
lagoon,client,20,47865,29.74268284,1609.3034,10,10
lagoon,client,20,47979,29.734477203,1613.5814,10,10
lagoon,client,20,47810,29.730789071,1608.0972,10,10
lagoon,client,20,47772,29.741493894,1606.2408,10,10
lagoon,client,20,47637,29.736255774,1601.9838,10,10
lagoon,client,20,47698,29.729564552,1604.3962,10,10
lagoon,client,20,47959,29.741532872,1612.5262,10,10
lagoon,client,20,47895,29.740455818,1610.4326,10,10
lagoon,client,20,47737,29.737093464,1605.3015,10,10
lagoon,client,20,47683,29.741012932,1603.2742,10,10
lagoon,client,20,47699,29.73290371,1604.2496,10,10
lagoon,client,20,47841,29.734706187,1608.928,10,10
lagoon,client,20,47678,29.745203852,1602.8803,10,10
lagoon,client,20,47591,29.73946457,1600.2642,10,10
lagoon,client,20,47629,29.737783257,1601.6325,10,10
lagoon,client,20,47668,29.740180195,1602.8148,10,10
lagoon,client,20,47837,29.737306438,1608.6528,10,10
lagoon,client,20,47751,29.73930964,1605.6526,10,10
lagoon,client,20,47751,29.738791507,1605.6806,10,10
lagoon,client,20,47492,29.735615364,1597.142,10,10
lagoon,client,20,47637,29.735464038,1602.0265,10,10
lagoon,client,20,47596,29.737697515,1600.5274,10,10
lagoon,client,20,47807,29.741404859,1607.4224,10,10
lagoon,client,20,47709,29.732648056,1604.5998,10,10
lagoon,client,20,47940,29.741854358,1611.8699,10,10
lagoon,client,20,47877,29.740625763,1609.8182,10,10
lagoon,client,20,47752,29.737366835,1605.7911,10,10
lagoon,client,20,47906,29.740794385,1610.7841,10,10
lagoon,client,20,47796,29.74277223,1606.9787,10,10
lagoon,client,20,47716,29.741789594,1604.3419,10,10
lagoon,client,20,47690,29.737800251,1603.6828,10,10
lagoon,client,20,47877,29.741633614,1609.7636,10,10
lagoon,client,20,47956,29.741670508,1612.4178,10,10
lagoon,client,20,47804,29.737863973,1607.5129,10,10
lagoon,client,20,47726,29.737817427,1604.8925,10,10
lagoon,client,20,47706,29.741814939,1604.0043,10,10
lagoon,client,20,47779,29.739801292,1606.5676,10,10
lagoon,client,20,47622,29.739029217,1601.33,10,10
lagoon,client,20,47927,29.741881793,1611.4313,10,10
lagoon,client,20,47779,29.742405579,1606.4269,10,10
lagoon,client,22,45679,29.746561592,1535.6061,11,11
lagoon,client,22,45749,29.73975027,1538.3115,11,11
lagoon,client,22,45737,29.744499245,1537.6625,11,11
lagoon,client,22,45803,29.746426925,1539.7816,11,11
lagoon,client,22,45730,29.738056166,1537.7602,11,11
lagoon,client,22,45642,29.742168821,1534.5888,11,11
lagoon,client,22,45815,29.742369442,1540.3951,11,11
lagoon,client,22,45784,29.743533015,1539.2926,11,11
lagoon,client,22,45641,29.74129508,1534.6003,11,11
lagoon,client,22,45813,29.747198853,1540.0778,11,11
lagoon,client,22,45976,29.739794297,1545.9421,11,11
lagoon,client,22,45949,29.746642285,1544.6785,11,11
lagoon,client,22,45682,29.741539488,1535.9662,11,11
lagoon,client,22,45853,29.747727247,1541.3951,11,11
lagoon,client,22,45992,29.747227816,1546.0936,11,11
lagoon,client,22,45718,29.743479247,1537.0764,11,11
lagoon,client,22,45907,29.745513058,1543.3252,11,11
lagoon,client,22,45963,29.739031651,1545.5446,11,11
lagoon,client,22,45697,29.739527819,1536.5745,11,11
lagoon,client,22,45981,29.743543475,1545.9153,11,11
lagoon,client,22,45764,29.744385824,1538.5761,11,11
lagoon,client,22,45713,29.746145644,1536.7705,11,11
lagoon,client,22,45741,29.741356376,1537.9594,11,11
lagoon,client,22,45844,29.743282574,1541.3228,11,11
lagoon,client,22,45933,29.742601517,1544.3504,11,11
lagoon,client,22,45852,29.743036023,1541.6046,11,11
lagoon,client,22,45580,29.741443107,1532.5416,11,11
lagoon,client,22,45584,29.741875936,1532.6538,11,11
lagoon,client,22,45835,29.7380209,1541.2929,11,11
lagoon,client,22,45612,29.735518074,1533.9232,11,11
lagoon,client,22,46017,29.748462433,1546.8699,11,11
lagoon,client,22,45804,29.746533085,1539.8097,11,11
lagoon,client,22,45665,29.742705299,1535.3344,11,11
lagoon,client,22,45847,29.748485878,1541.1541,11,11
lagoon,client,22,45859,29.743566289,1541.8124,11,11
lagoon,client,22,45922,29.749878523,1543.6029,11,11
lagoon,client,22,45921,29.750125511,1543.5565,11,11
lagoon,client,22,45879,29.748208189,1542.2441,11,11
lagoon,client,22,45785,29.7415311,1539.4298,11,11
lagoon,client,22,45770,29.741977747,1538.9024,11,11
lagoon,client,22,45800,29.746707636,1539.6662,11,11
lagoon,client,22,45802,29.741314599,1540.0126,11,11
lagoon,client,22,45701,29.745376459,1536.4068,11,11
lagoon,client,22,45724,29.737220953,1537.6016,11,11
lagoon,client,22,45747,29.737317158,1538.3701,11,11
lagoon,client,22,45971,29.749725608,1545.2579,11,11
lagoon,client,22,45951,29.744632537,1544.8501,11,11
lagoon,client,22,46049,29.745705245,1548.089,11,11
lagoon,client,22,46013,29.745465893,1546.8912,11,11
lagoon,client,22,45992,29.740266011,1546.4556,11,11
lagoon,client,22,45876,29.745272295,1542.2955,11,11
lagoon,client,22,45856,29.742639471,1541.7596,11,11
lagoon,client,22,45884,29.745370249,1542.5594,11,11
lagoon,client,22,45525,29.738583595,1530.8396,11,11
lagoon,client,22,45895,29.747093864,1542.8398,11,11
lagoon,client,24,44141,29.748299399,1483.8159,12,12
lagoon,client,24,44186,29.74582989,1485.4519,12,12
lagoon,client,24,44244,29.747511831,1487.3177,12,12
lagoon,client,24,43973,29.751215972,1478.0236,12,12
lagoon,client,24,44152,29.748664733,1484.1675,12,12
lagoon,client,24,44183,29.752848766,1485.0007,12,12
lagoon,client,24,44003,29.747747943,1479.2044,12,12
lagoon,client,24,43983,29.751604909,1478.3404,12,12
lagoon,client,24,44172,29.745489699,1484.9982,12,12
lagoon,client,24,44104,29.74794204,1482.59,12,12
lagoon,client,24,44165,29.748934974,1484.591,12,12
lagoon,client,24,44033,29.751503733,1480.026,12,12
lagoon,client,24,44137,29.750317767,1483.5808,12,12
lagoon,client,24,44260,29.751407945,1487.6607,12,12
lagoon,client,24,44113,29.747681309,1482.9055,12,12
lagoon,client,24,44207,29.747316304,1486.0836,12,12
lagoon,client,24,43927,29.747211811,1476.6762,12,12
lagoon,client,24,43864,29.747694908,1474.5344,12,12
lagoon,client,24,44070,29.749574612,1481.3657,12,12
lagoon,client,24,44098,29.752988587,1482.1368,12,12
lagoon,client,24,44301,29.753862797,1488.9159,12,12
lagoon,client,24,43937,29.750289169,1476.8596,12,12
lagoon,client,24,43961,29.749881206,1477.6866,12,12
lagoon,client,24,44271,29.751331817,1488.0342,12,12
lagoon,client,24,44013,29.750829798,1479.3873,12,12
lagoon,client,24,44245,29.750383723,1487.2077,12,12
lagoon,client,24,44209,29.751811045,1485.9264,12,12
lagoon,client,24,44028,29.749286319,1479.9683,12,12
lagoon,client,24,44121,29.746581783,1483.2292,12,12
lagoon,client,24,44373,29.751731726,1491.4426,12,12
lagoon,client,24,44086,29.749801419,1481.8922,12,12
lagoon,client,24,44064,29.750764944,1481.1048,12,12
lagoon,client,24,44378,29.75128708,1491.6329,12,12
lagoon,client,24,44070,29.747046249,1481.4916,12,12
lagoon,client,24,44085,29.749220786,1481.8876,12,12
lagoon,client,24,44198,29.749074575,1485.6933,12,12
lagoon,client,24,43957,29.751786455,1477.4575,12,12
lagoon,client,24,43943,29.748022796,1477.1738,12,12
lagoon,client,24,44229,29.742668918,1487.0555,12,12
lagoon,client,24,44227,29.755579299,1486.3431,12,12
lagoon,client,24,44246,29.749684975,1487.2763,12,12
lagoon,client,24,44029,29.748993806,1480.0164,12,12
lagoon,client,24,44173,29.752088768,1484.7025,12,12
lagoon,client,24,44116,29.749689841,1482.9062,12,12
lagoon,client,24,44136,29.750558422,1483.5352,12,12
lagoon,client,24,44113,29.755050261,1482.5382,12,12
lagoon,client,24,43966,29.750346761,1477.8315,12,12
lagoon,client,24,44129,29.744905206,1483.5818,12,12
lagoon,client,24,44156,29.750303064,1484.2202,12,12
lagoon,client,24,44120,29.746093899,1483.22,12,12
lagoon,client,24,44264,29.756661629,1487.5325,12,12
lagoon,client,24,44246,29.752960545,1487.1125,12,12
lagoon,client,24,44363,29.746063801,1491.3906,12,12
lagoon,client,24,44017,29.747611871,1479.6818,12,12
lagoon,client,24,43998,29.745851458,1479.1306,12,12
lagoon,client,24,44168,29.746987371,1484.789,12,12
lagoon,client,24,44294,29.750716258,1488.8381,12,12
lagoon,client,24,44105,29.750298627,1482.5061,12,12
lagoon,client,24,44109,29.754024917,1482.4549,12,12
lagoon,client,24,44304,29.749166727,1489.2518,12,12
lagoon,client,26,42570,29.752985631,1430.7808,13,13
lagoon,client,26,42680,29.756212257,1434.3223,13,13
lagoon,client,26,42526,29.752274912,1429.3361,13,13
lagoon,client,26,42451,29.7525161,1426.8037,13,13
lagoon,client,26,42495,29.75600986,1428.1149,13,13
lagoon,client,26,42601,29.748501867,1432.0385,13,13
lagoon,client,26,42665,29.753300249,1433.9586,13,13
lagoon,client,26,42505,29.756012942,1428.4508,13,13
lagoon,client,26,42703,29.758787339,1434.9711,13,13
lagoon,client,26,42464,29.75241023,1427.2457,13,13
lagoon,client,26,42533,29.755829914,1429.4006,13,13
lagoon,client,26,42651,29.755099187,1433.4014,13,13
lagoon,client,26,42632,29.754988838,1432.7681,13,13
